0,https://www.elcomercio.com/actualidad/decenas-parejas-matrimonio-valentin-quito.html
1,https://www.elcomercio.com/tendencias/prohibicion-vehiculos-motorizados-playas-ecuador.html
2,https://www.elcomercio.com/actualidad/inmuebles-patrimoniales-centro-historico-quito.html
3,https://www.elcomercio.com/actualidad/articulos-traer-personas-exterior-viajes.html
4,https://www.elcomercio.com/actualidad/eeuu-ecuador-avion-exploracion-narcotrafico.html
5,https://www.elcomercio.com/actualidad/senado-eeuu-ecuador-apoyo-tratado.html
6,https://www.elcomercio.com/opinion/editorial/moreno-trump-comercio-bilateral-economia.html
7,https://www.elcomercio.com/tendencias/santiago-rodriguez-mundial-barismo-ecuador.html
8,https://www.elcomercio.com/deportes/futbol-presupuestos-clubes-campeonato-ligapro.html
9,https://www.elcomercio.com/actualidad/ecuador-juntas-anticuatreras-paramilitares-ventanas.html
10,https://www.elcomercio.com/actualidad/ecuador-negociaciones-mayo-estados-unidos.html
11,https://www.elcomercio.com/actualidad/ame-prorroga-actualizacion-cootad-ecuador.html
12,https://www.elcomercio.com/actualidad/consejo-bilateral-comercio-eeuu-quito.html
13,https://www.elcomercio.com/actualidad/profesor-sentencia-abuso-sexual-alumna.html
14,https://www.elcomercio.com/video/video-reunion-ecuador-eeuu.html
15,https://www.elcomercio.com/blogs/el-guapo-de-la-barra/jordi-cruyff-vieja-guardia-tricolor.html
16,https://www.elcomercio.com/video/trump-acuerdo-comercial-ecuador-moreno.html
17,https://www.elcomercio.com/tendencias/especies-aves-riesgo-extincion-ecuador.html
18,https://www.elcomercio.com/actualidad/banco-mundial-ecuador-eliminacion-biess.html
19,https://www.elcomercio.com/actualidad/otto-sonnenholzner-viaje-reciprocidad-china.html
0,https://www.elcomercio.com/actualidad/denuncias-xenofobia-cuenca-violencia-ecuador.html
1,https://www.elcomercio.com/actualidad/ecuador-coronavirus-paciente-chino-salud.html
2,https://www.elcomercio.com/actualidad/fiscalia-indagacion-asesinato-edgar-yucailla.html
3,https://www.elcomercio.com/tendencias/inauguracion-museo-riobamba-remodelacion-exposicion.html
4,https://www.elcomercio.com/actualidad/comite-firmas-consulta-popular-cpccs.html
5,https://www.elcomercio.com/actualidad/universidades-ecuador-equipos-estudio-coronavirus.html
6,https://www.elcomercio.com/actualidad/caida-inversion-publica-ecuador-minimo.html
7,https://www.elcomercio.com/deportes/adrian-gabbarini-mejor-jugador-supercopa.html
8,https://www.elcomercio.com/deportes/aucas-club-ecuatoriano-luis-escalada.html
9,https://www.elcomercio.com/actualidad/entrevista-caterina-costa-empresariado-apoyo.html
10,https://www.elcomercio.com/deportes/arbitros-supercopa-abucheados-liga-delfin.html
11,https://www.elcomercio.com/deportes/criticas-transmision-liga-delfin-supercopa.html
12,https://www.elcomercio.com/deportes/hinchas-liga-quito-supercopa-delfin.html
13,https://www.elcomercio.com/deportes/ecuador-chile-venezuela-decepciones-preolimpico.html
14,https://www.elcomercio.com/actualidad/seguimiento-42-personas-coronavirus-chino.html
15,https://www.elcomercio.com/actualidad/podcast-enterese-coronavirus-mexico-tsunami.html
16,https://www.elcomercio.com/video/manabi-temporada-playera-2020-carnaval.html
17,https://www.elcomercio.com/tendencias/chefs-productos-botanicos-gastronomia-ecuador.html
18,https://www.elcomercio.com/actualidad/cuenca-caso-sospechoso-coronavirus-ecuador.html
19,https://www.elcomercio.com/actualidad/ecuador-reactivos-casos-coronavirus-salud.html
0,https://www.elcomercio.com/actualidad/transacciones-bancarias-digital-ecuador-internet.html
1,https://www.elcomercio.com/actualidad/cancilleria-ecuador-repatriacion-wuhan-coronavirus.html
2,https://www.elcomercio.com/tendencias/ciudades-ecuador-concurso-naturalista-mundial.html
3,https://www.elcomercio.com/actualidad/democracia-ecuador-desigualdad-estudio-universidades.html
4,https://www.elcomercio.com/actualidad/ministra-salud-descartada-coronavirus-ecuador.html
5,https://www.elcomercio.com/actualidad/corte-constitucional-resolucion-causas-ecuador.html
6,https://www.elcomercio.com/actualidad/plan-reactivacion-sector-agricola-ecuador.html
7,https://www.elcomercio.com/actualidad/ecuador-kits-pruebas-diagnostico-coronavirus.html
8,https://www.elcomercio.com/actualidad/ecuador-coronavirus-resultados-paciente-chino.html
9,https://www.elcomercio.com/actualidad/educacion-investigacion-enfrentamiento-conserje-estudiante.html
10,https://www.elcomercio.com/tendencias/loros-trafico-especies-liberacion-ecuador.html
11,https://www.elcomercio.com/tendencias/cascadas-ecuador-fama-internacional-turismo.html
12,https://www.elcomercio.com/actualidad/ecuatorianos-china-contagio-coronavirus-salud.html
13,https://www.elcomercio.com/actualidad/hombre-sentencia-prision-delito-usurpacion.html
14,https://www.elcomercio.com/actualidad/salud-paciente-chino-coronavirus-ecuador.html
15,https://www.elcomercio.com/tendencias/agua-cascada-san-rafael-implosion.html
16,https://www.elcomercio.com/actualidad/ecuador-casos-cancer-investigacion-salud.html
17,https://www.elcomercio.com/actualidad/consenso-legislativo-acuerdo-comercial-efta.html
18,https://www.elcomercio.com/actualidad/crimenes-policia-rastrea-origen-armas.html
19,https://www.elcomercio.com/actualidad/medicos-voluntarios-paciente-cancer-ecuador.html
0,https://www.elcomercio.com/actualidad/venezolanos-expuestos-grupos-delictivos-ecuador.html
1,https://www.elcomercio.com/actualidad/filtraciones-bachiller-investigacion-educacion-ecuador.html
2,https://www.elcomercio.com/actualidad/fae-conmemoracion-enfrentamientos-aereos-cenepa.html
3,https://www.elcomercio.com/actualidad/via-guayaquil-salinas-conectividad-internet.html
4,https://www.elcomercio.com/actualidad/onu-preocupacion-xenofobia-ecuador-moreno.html
5,https://www.elcomercio.com/actualidad/funcion-electoral-cronograma-elecciones-presidenciales.html
6,https://www.elcomercio.com/actualidad/bies-renovaracion-fisco-bonos-deuda.html
7,https://www.elcomercio.com/actualidad/gremio-economistas-cidh-cambios-informe.html
8,https://www.elcomercio.com/actualidad/baki-presento-credenciales-donald-trump.html
9,https://www.elcomercio.com/actualidad/ecuatoriano-retorno-emergencia-coronavirus-china.html
10,https://www.elcomercio.com/actualidad/moodys-reduce-calificacion-crediticia-ecuador.html
11,https://www.elcomercio.com/actualidad/modalidad-empleados-teletrabajo-ecuador-reconocimiento.html
12,https://www.elcomercio.com/actualidad/comite-trabajadores-salida-gerente-pasajeros.html
13,https://www.elcomercio.com/actualidad/estudiantiles-camara-industrias-red-empresas.html
14,https://www.elcomercio.com/actualidad/sonnenholzner-viaje-china-negocios-coronavuris.html
15,https://www.elcomercio.com/actualidad/plataforma-web-biess-intermitencias-quejas.html
16,https://www.elcomercio.com/actualidad/ddhh-venezolanos-criminalizar-ecuador-movilidad.html
17,https://www.elcomercio.com/actualidad/creditos-hipotecarios-refinanciar-biess-viviendas.html
18,https://www.elcomercio.com/actualidad/movimientos-politicos-comicios-ecuador-cne.html
19,https://www.elcomercio.com/actualidad/comision-internacional-corrupcion-ecuador-onudd.html
0,https://www.elcomercio.com/tendencias/acceso-restringido-cascada-san-rafael.html
1,https://www.elcomercio.com/actualidad/madres-adolescentes-drama-aborto-adopcion.html
2,https://www.elcomercio.com/actualidad/petroleo-texas-precio-baja-coronavirus.html
3,https://www.elcomercio.com/tendencias/politica-teatro-erotismo-cobijan-nueva.html
4,https://www.elcomercio.com/opinion/verificacion-firmas-columna-simon-espinosa.html
5,https://www.elcomercio.com/actualidad/barrio-paraguas-flotantes-chiva-artesanal.html
6,https://www.elcomercio.com/galerias/barrio-paraguas-flotantes-chiva-artesanal.html
7,https://www.elcomercio.com/actualidad/carnavales-guayaquil-comenzaran-eleccion-reina.html
8,https://www.elcomercio.com/actualidad/refineria-libertad-inversion-ecuador-petroleo.html
9,https://www.elcomercio.com/tendencias/liberan-galapagos-pequeno-lobo-marino.html
10,https://www.elcomercio.com/tendencias/taller-bola-ecuador-realizara-intensa.html
11,https://www.elcomercio.com/actualidad/presidente-ecuatoriano-moreno-visita-trump.html
12,https://www.elcomercio.com/actualidad/canciller-destaca-decision-vicepresidente-ecuador.html
13,https://www.elcomercio.com/actualidad/decomisan-material-mineralizado-equipos-mineria.html
14,https://www.elcomercio.com/tendencias/cascada-san-rafael-ecuador-infraestructura.html
15,https://www.elcomercio.com/actualidad/moreno-lenin-donald-trump-reunion.html
16,https://www.elcomercio.com/actualidad/venezolanos-ecuador-rumichaca-pasos-ilegales.html
17,https://www.elcomercio.com/actualidad/gasolina-ilegal-ecuador-drogas-colombia.html
18,https://www.elcomercio.com/actualidad/centro-seduce-grupos-politicos-elecciones.html
19,https://www.elcomercio.com/blogs/el-guapo-de-la-barra/felipe-caicedo-analisis-tricolor-cruyff.html
0,https://www.elcomercio.com/actualidad/lenin-moreno-ofrenda-arlington-eeuu.html
1,https://www.elcomercio.com/actualidad/universidades-ecuador-centro-anticorrupcion-transparencia.html
2,https://www.elcomercio.com/tendencias/aplicacion-reduccion-desperdicio-alimentos-ecuador.html
3,https://www.elcomercio.com/actualidad/podcast-enterese-sobornos-ecuador-camaroneras.html
4,https://www.elcomercio.com/actualidad/mies-rectificacion-tabla-pensiones-alimenticias.html
5,https://www.elcomercio.com/actualidad/trump-moreno-acuerdo-comercial-ecuador.html
6,https://www.elcomercio.com/tendencias/obras-artistas-premio-brasil-ecuador.html
7,https://www.elcomercio.com/actualidad/personas-detenidas-asesinato-hospital-esmeraldas.html
8,https://www.elcomercio.com/actualidad/moreno-viaje-trump-proyectos-eeuu.html
9,https://www.elcomercio.com/actualidad/bachiller-educacion-examen-grado-senescyt.html
10,https://www.elcomercio.com/tendencias/tallado-madera-patrimonio-cultural-ecuador.html
11,https://www.elcomercio.com/actualidad/seguridad-lucha-droga-moreno-trump.html
12,https://www.elcomercio.com/actualidad/gutierrez-candidato-presidenciales-ecuador-moreno.html
13,https://www.elcomercio.com/datos/calculadora-pension-alimenticia-juicio-alimentos.html
14,https://www.elcomercio.com/actualidad/carcel-asesinato-carlos-mosquera-quito.html
15,https://www.elcomercio.com/actualidad/ice-facturas-telefonia-pospago-sri.html
16,https://www.elcomercio.com/actualidad/gobierno-matriculacion-vehicular-focalizacion-combustibles.html
17,https://www.elcomercio.com/actualidad/ecuador-propuesta-trump-seguridad-narcotrafico.html
18,https://www.elcomercio.com/actualidad/biess-segundo-credito-hipotecario-ecuador.html
19,https://www.elcomercio.com/actualidad/cita-moreno-donald-trump-acuerdos.html
0,https://www.elcomercio.com/tendencias/incendios-forestales-fuego-casitagua-pichincha.html
1,https://www.elcomercio.com/actualidad/paciente-coronavirus-critico-ecuador-salud.html
2,https://www.elcomercio.com/actualidad/puente-mataje-control-colombia-ecuador.html
3,https://www.elcomercio.com/actualidad/ecuatorianos-becas-posgrados-eeuu-zelanda.html
4,https://www.elcomercio.com/actualidad/exportaciones-ecuador-china-coronavirus-ventas.html
5,https://www.elcomercio.com/actualidad/fiscal-diana-salazar-corte-haya.html
6,https://www.elcomercio.com/actualidad/ministerio-salud-coronavirus-ecuador-paciente.html
7,https://www.elcomercio.com/actualidad/japon-financiamiento-matriz-energetica-ecuador.html
8,https://www.elcomercio.com/tendencias/reduccion-poblacion-caimanes-ecuador-caceria.html
9,https://www.elcomercio.com/actualidad/ecuador-reino-unido-comercio-politica.html
10,https://www.elcomercio.com/actualidad/epidemia-paises-preparacion-coronavirus-protocolos.html
11,https://www.elcomercio.com/deportes/futbol-jordi-cruyff-llegada-ecuador.html
12,https://www.elcomercio.com/actualidad/carril-expres-auto-compartido-quito.html
13,https://www.elcomercio.com/actualidad/paciente-diagnostico-coronavirus-critico-ecuador.html
14,https://www.elcomercio.com/actualidad/ecuador-reconoce-responsabilidad-violacion-paola.html
15,https://www.elcomercio.com/actualidad/negociacion-acuerdo-comercio-ecuador-mexico.html
16,https://www.elcomercio.com/actualidad/cambios-tramites-tributarios-ley-ecuador.html
17,https://www.elcomercio.com/actualidad/caso-paola-corte-derechos-violacion.html
18,https://www.elcomercio.com/actualidad/ministerio-salud-desinformacion-coronavirus-ecuador.html
19,https://www.elcomercio.com/video/diagnostico-coronavirus-luis-vernaza-investigacion.html
0,https://www.elcomercio.com/actualidad/ministra-termometros-termograficos-aeropuertos-ecuador.html
1,https://www.elcomercio.com/actualidad/ecuador-dialogo-petrotailandia-petroleo-economia.html
2,https://www.elcomercio.com/actualidad/hospitales-ecuador-salas-aislamiento-coronavirus.html
3,https://www.elcomercio.com/actualidad/ataques-luces-laser-aviones-ecuador.html
4,https://www.elcomercio.com/video/caricatura-vilmatraca-justicia-infinita-opinion.html
5,https://www.elcomercio.com/tendencias/estreno-1917-pelicula-cine-ecuador.html
6,https://www.elcomercio.com/tendencias/destinos-turisticos-mochileros-ecuador-viajes.html
7,https://www.elcomercio.com/actualidad/enfermedades-respiratorias-coronavirus-salud-ecuador.html
8,https://www.elcomercio.com/video/erupcion-sangay-espacio-ecuador-satelite.html
9,https://www.elcomercio.com/deportes/futbol-antonio-cordon-entrenadores-formativas.html
10,https://www.elcomercio.com/actualidad/plan-piloto-carril-expres-quito.html
11,https://www.elcomercio.com/actualidad/defensor-pueblo-hostigamiento-lideres-paro.html
12,https://www.elcomercio.com/actualidad/ecuador-coronavirus-monitoreo-ciudadanos-virus.html
13,https://www.elcomercio.com/actualidad/paciente-sospechoso-coronavirus-ecuador-critico.html
14,https://www.elcomercio.com/actualidad/simon-mcdonald-union-europea-brexit.html
15,https://www.elcomercio.com/actualidad/salud-barcos-ecuador-china-coronavirus.html
16,https://www.elcomercio.com/actualidad/participacion-ciudadana-violencia-politica-mujer.html
17,https://www.elcomercio.com/tendencias/ecuador-sistema-calificacion-peliculas-edades.html
18,https://www.elcomercio.com/tendencias/colectivo-presentacion-danzas-ecuador-quito.html
19,https://www.elcomercio.com/tendencias/ecuatoriano-segundo-lugar-concurso-history.html
0,https://www.elcomercio.com/tendencias/reduccion-riesgo-contagio-coronavirus-wuhan.html
1,https://www.elcomercio.com/actualidad/paula-romo-defensoria-pueblo-chaluisa.html
2,https://www.elcomercio.com/actualidad/sentencia-joven-intercepto-nino-violacion.html
3,https://www.elcomercio.com/actualidad/ministerio-educacion-medidas-proteccion-coronavirus.html
4,https://www.elcomercio.com/actualidad/ecuador-acuerdo-italia-prevencion-desastres.html
5,https://www.elcomercio.com/actualidad/direccion-aviacion-control-coronavirus-ecuador.html
6,https://www.elcomercio.com/tendencias/resultados-examenes-caso-coronavirus-ecuador.html
7,https://www.elcomercio.com/actualidad/alexander-levoyer-disparamos-cohetes-cenepa.html
8,https://www.elcomercio.com/actualidad/policia-ecuador-decomiso-cocaina-detencion.html
9,https://www.elcomercio.com/actualidad/sismos-esmeraldas-temblor-galapagos-ecuador.html
10,https://www.elcomercio.com/tendencias/ecuador-coronavirus-ministerio-salud-quito.html
11,https://www.elcomercio.com/tendencias/izquieta-perez-cargo-vigilancia-coronavirus.html
12,https://www.elcomercio.com/actualidad/coronel-cristobal-espinoza-guerra-cenepa.html
13,https://www.elcomercio.com/video/coronel-espinosa-captura-peruanos-cenepa.html
14,https://www.elcomercio.com/actualidad/comandante-marina-darwin-jarrin-cenepa.html
15,https://www.elcomercio.com/video/darwin-jarrin-triunfo-ecuador-cenepa.html
16,https://www.elcomercio.com/actualidad/filtro-examen-bachiller.html
17,https://www.elcomercio.com/actualidad/coronel-fausto-flores-herido-cenepa.html
18,https://www.elcomercio.com/actualidad/nieve-vias-riobamba-guaranda-ambato.html
19,https://www.elcomercio.com/video/fausto-flores-excombatiente-cenepa-testimonio.html
0,https://www.elcomercio.com/actualidad/dudas-campana-anticipada-elecciones-ecuador.html
1,https://www.elcomercio.com/actualidad/conmemoracion-guerra-cenepa-aniversario-ecuador.html
2,https://www.elcomercio.com/video/montanita-sol-playa-aventura-turismo.html
3,https://www.elcomercio.com/actualidad/luis-lara-defensa-twintza-cenepa.html
4,https://www.elcomercio.com/actualidad/luis-aguas-excomandante-ejercito-cenepa.html
5,https://www.elcomercio.com/actualidad/guerra-cenepa-washington-herrera-ecuador.html
6,https://www.elcomercio.com/actualidad/iinteligencia-estrategica-frontera-norte-ecuador.html
7,https://www.elcomercio.com/actualidad/revolucion-ciudadana-apuesta-rafael-correa.html
8,https://www.elcomercio.com/actualidad/dolarizacion-ecuador-venezuela-economia-moneda.html
9,https://www.elcomercio.com/actualidad/fausto-salinas-fortaleceremos-orden-quito.html
10,https://www.elcomercio.com/video/daniel-andrade-guerra-cenepa-conflicto.html
11,https://www.elcomercio.com/tendencias/ecuador-coronavirus-aislamiento-virus-muerte.html
12,https://www.elcomercio.com/actualidad/fae-raul-banderas-guerra-cenepa.html
13,https://www.elcomercio.com/actualidad/sargento-retirado-jose-jumbo-narvaez.html
14,https://www.elcomercio.com/actualidad/testimonio-pablo-suarez-guerra-cenepa.html
15,https://www.elcomercio.com/actualidad/camara-ecuatoriana-china-celebro-nuevo.html
16,https://www.elcomercio.com/actualidad/ecuador-revision-procedimientos-cidh-paro.html
17,https://www.elcomercio.com/actualidad/resultados-bachiller-educacion-senescyt-costa.html
18,https://www.elcomercio.com/tendencias/ministerio-salud-desmiente-coronavirus-ecuador.html
19,https://www.elcomercio.com/actualidad/derecha-consenso-elecciones-presidenciales-ecuador.html
0,https://www.elcomercio.com/actualidad/examen-bachiller-reclamos-autoridades-resultados.html
1,https://www.elcomercio.com/actualidad/empresarios-negocio-mexico-diego-caicedo.html
2,https://www.elcomercio.com/actualidad/agentes-agresion-ventas-informales-quito.html
3,https://www.elcomercio.com/tendencias/terminales-ecuador-activaron-alertas-coronavirus.html
4,https://www.elcomercio.com/actualidad/apps-complemento-planificacion-familiar-ecuador.html
5,https://www.elcomercio.com/actualidad/ecuador-entrega-testigo-foro-global.html
6,https://www.elcomercio.com/actualidad/francisco-carrion-informe-asamblea-sobrevuelos.html
7,https://www.elcomercio.com/actualidad/ecuador-integracion-social-migracion-venezuela.html
8,https://www.elcomercio.com/tendencias/ecuador-vigilancia-rutinaria-coronavirus-wuhan.html
9,https://www.elcomercio.com/tendencias/santo-domingo-libre-neumaticos-usados.html
10,https://www.elcomercio.com/actualidad/visas-humanitarias-ciudadanos-venezolanos-ecuador.html
11,https://www.elcomercio.com/actualidad/auschwitz-memoria-mujeres-ecuador-sobrevivientes.html
12,https://www.elcomercio.com/actualidad/veronica-artola-inversion-publica-ecuador.html
13,https://www.elcomercio.com/actualidad/agua-potable-manabi-ecuador-acueducto.html
14,https://www.elcomercio.com/tendencias/entrevista-maria-valcarce-fitur-turismo.html
15,https://www.elcomercio.com/actualidad/alexander-yanez-migracion-venezolana-ecuador.html
16,https://www.elcomercio.com/blogs/el-guapo-de-la-barra/tricolor-olimpico-celico-fracaso-reflexiones.html
